tract_geoid,pop2020,frey_votes,opponent_votes,total_votes,n_blocks,year,frey_share,opponent_name
27053104002,4309,304.54173208044915,622.9862474073113,927.5279794877606,89,2021,32.83369761509904,Knuth
27053104100,3245,321.62771104932983,293.2061329274337,614.8338439767634,64,2021,52.31132186364894,Knuth
27053104400,2576,260.552828381071,144.08845897585417,404.64128735692503,57,2021,64.39106352270058,Knuth
27053104801,4314,401.74055483594685,106.51795264255998,508.2585074785069,8,2021,79.0425637593357,Knuth
27053104802,4709,443.47095761521183,339.1933470640973,782.664304679309,70,2021,56.66170731996279,Knuth
27053104901,6900,120.64818724860216,388.19433798850906,508.84252523711126,44,2021,23.710319256902185,Knuth
27053104902,6121,409.92961520587795,463.0272254368062,872.9568406426843,42,2021,46.95874940438996,Knuth
27053105100,2768,970.5275792975011,580.0337301365345,1550.5613094340363,82,2021,62.592015768260666,Knuth
27053105201,3008,587.6539652474098,312.93581652455646,900.5897817719663,24,2021,65.25212445683806,Knuth
27053105204,2865,556.2714980790925,297.2719458266267,853.5434439057191,25,2021,65.17201930972095,Knuth
27053105400,4440,442.0093960872944,233.97723034880045,675.9866264360948,38,2021,65.38729892004459,Knuth
27053105500,3822,1177.208354705481,629.2425041418228,1806.450858847304,70,2021,65.16691826627698,Knuth
27053105600,4920,660.8374345398325,547.3419364728006,1208.179371012633,23,2021,54.696963910743904,Knuth
27053105700,3062,286.2171798489503,345.26466991762805,631.4818497665783,24,2021,45.32468826376371,Knuth
27053106000,3431,317.92251734089507,99.09556516157521,417.0180825024702,43,2021,76.23710593868837,Knuth
27053106200,3817,534.9365298931571,482.2573492836319,1017.1938791767886,33,2021,52.58943657093958,Knuth
27053106400,1817,226.1729561471566,196.55848047845484,422.7314366256114,33,2021,53.50275294228113,Knuth
27053106500,4872,1705.2143812141774,471.698384735466,2176.912765949644,78,2021,78.33177368824444,Knuth
27053106600,2517,619.7883390207602,430.6373847060353,1050.4257237267955,30,2021,59.00353780577831,Knuth
27053106700,5075,542.2970823190374,1083.665643607073,1625.9627259261104,46,2021,33.352368641178884,Knuth
27053106900,2842,180.8800745918408,353.5620005337788,534.4420751256197,24,2021,33.8446546427553,Knuth
27053107000,3971,279.4870180504811,475.4055807957449,754.8925988462262,21,2021,37.023414784784954,Knuth
27053107400,1799,203.74899395874633,341.4368187352527,545.1858126939991,31,2021,37.372394734913286,Knuth
27053107500,1882,360.35056265002896,608.8374082844016,969.1879709344308,58,2021,37.18066809089689,Knuth
27053107600,3566,980.9553741151041,994.1380940031443,1975.0934681182482,72,2021,49.666276049695014,Knuth
27053108000,3585,960.8480811106807,644.5477742266041,1605.395855337285,37,2021,59.85116243549861,Knuth
27053108600,2944,286.1044340316867,481.6567187933004,767.7611528249872,33,2021,37.26477081823711,Knuth
27053108700,4013,574.813881792948,744.1478937111807,1318.9617755041286,57,2021,43.58078395207813,Knuth
27053108800,3698,632.4428093582635,830.425725869387,1462.8685352276514,60,2021,43.23305848258216,Knuth
27053108900,2310,455.893703218901,564.9727843326775,1020.8664875515785,39,2021,44.657524639907166,Knuth
27053109000,1805,401.1180436925762,407.1011155564143,808.2191592489905,38,2021,49.62986079979855,Knuth
27053109100,4998,1395.7455448972592,643.6655523789375,2039.4110972761966,58,2021,68.43865598070902,Knuth
27053109200,3473,652.9196194751646,707.5730308469541,1360.4926503221186,24,2021,47.99141100251995,Knuth
27053109300,4032,583.8837965383001,894.6573718571077,1478.5411683954078,42,2021,39.49053357587345,Knuth
27053109400,2192,161.84487380551192,237.05738470780318,398.9022585133151,26,2021,40.57256391796279,Knuth
27053109700,2311,293.6461112526486,547.1539346598366,840.8000459124853,26,2021,34.9246069478941,Knuth
27053109800,4412,1447.8860662981854,582.4903715414393,2030.376437839625,74,2021,71.31121300042149,Knuth
27053109900,4034,846.3514697947429,932.993692755986,1779.3451625507287,57,2021,47.5653340120632,Knuth
27053110000,1683,205.39547322085784,237.66632293102046,443.0617961518784,25,2021,46.35819991811024,Knuth
27053110100,2845,469.8803973540906,693.4871169488167,1163.3675143029075,41,2021,40.389678375680276,Knuth
27053110200,3667,753.5814714610685,850.2567555960808,1603.8382270571497,59,2021,46.98612732555951,Knuth
27053110400,3351,805.3946049872609,712.6912561310398,1518.0858611183005,50,2021,53.05329728807075,Knuth
27053110500,5250,1186.2343221706365,985.3732582328347,2171.6075804034717,91,2021,54.62470903468854,Knuth
27053110800,4331,1114.015835635075,978.1214772628971,2092.1373128979717,65,2021,53.24773994360679,Knuth
27053110900,3497,808.5133642585938,612.5786766859258,1421.0920409445193,61,2021,56.89380708382694,Knuth
27053111100,3375,768.5027463916601,733.8857788961081,1502.3885252877683,60,2021,51.15206442650783,Knuth
27053111200,3333,1151.951144066872,435.0943714301948,1587.0455154970666,51,2021,72.58463180913107,Knuth
27053111300,5210,1766.6549295718808,715.475967267512,2482.130896839394,82,2021,71.17493004987932,Knuth
27053111400,4014,1449.2274438318948,598.7876937246623,2048.0151375565565,67,2021,70.7625357477063,Knuth
27053111500,5651,1446.9972895727772,733.5537447430451,2180.5510343158207,98,2021,66.3592489605176,Knuth
27053111600,3214,1006.5568769113091,551.1729024812018,1557.7297793925113,62,2021,64.61691175370927,Knuth
27053125600,5233,512.8027120125624,495.8350435489205,1008.6377555614829,57,2021,50.8411180510587,Knuth
27053125700,3852,263.30550431022584,100.33855570403864,363.6440600142645,41,2021,72.40748117813261,Knuth
27053125800,5208,362.8398415252033,274.0077545063291,636.8475960315322,43,2021,56.97435992319237,Knuth
27053125900,4904,206.96543047887164,223.141138243078,430.10656872194966,43,2021,48.119569783336246,Knuth
27053126000,5056,454.632545860872,207.5836503087855,662.2161961696575,49,2021,68.65319037657557,Knuth
27053126101,2746,742.3675681220993,275.4459345911744,1017.8135027132737,14,2021,72.93748473007145,Knuth
27053126102,6867,1611.6719691736212,543.2413412404167,2154.913310414037,76,2021,74.79057098886082,Knuth
27053126201,3153,601.8124918691398,257.24349009229377,859.0559819614334,58,2021,70.05509588502669,Knuth
27053126202,4387,1086.4456828568264,504.1087135105972,1590.5543963674238,23,2021,68.3061003973267,Knuth
27053126300,2679,281.9023733430588,129.2731454060953,411.17551874915415,74,2021,68.56010644812707,Knuth
27053000101,3351,384.8314230428943,207.90892465694023,592.7403476998344,57,2025,64.92411467116361,Fateh
27053000102,5178,547.2733053355001,315.1843778913057,862.4576832268057,87,2025,63.45509072258799,Fateh
27053000300,3264,654.9910676260725,465.3036494999795,1120.2947171260514,48,2025,58.46596057387061,Fateh
27053000601,4760,1091.8765640966747,897.203692110677,1989.080256207352,107,2025,54.893539900626905,Fateh
27053000603,2955,709.7787948309455,569.1072883523756,1278.8860831833208,55,2025,55.49976688026895,Fateh
27053001100,2219,494.95455865421894,423.28925392617464,918.2438125803935,28,2025,53.902302620839606,Fateh
27053001700,2482,276.49125132691694,536.4726731515237,812.9639244784405,42,2025,34.010273150103274,Fateh
27053002200,1695,85.50533038599916,77.63604336278742,163.14137374878663,29,2025,52.41179991389836,Fateh
27053002400,2746,382.54477559558046,571.9060106004996,954.45078619608,45,2025,40.080094346215084,Fateh
27053002700,2816,287.12393463308075,233.24281804304917,520.36675267613,31,2025,55.17722513140328,Fateh
27053003200,1844,203.00558931322925,110.39141101743064,313.39700033065986,35,2025,64.77585589493246,Fateh
27053003300,2633,241.40709190860258,178.0000090902081,419.4071009988108,35,2025,57.559133198673976,Fateh
27053003801,3085,174.10831788493746,492.09624923609033,666.2045671210278,32,2025,26.134362698433378,Fateh
27053003802,3462,118.78996907668571,307.1328538810227,425.9228229577083,21,2025,27.89002201191761,Fateh
27053005901,3069,273.84299724832715,296.1545166285613,569.9975138768885,37,2025,48.04284064078802,Fateh
27053005902,3619,127.16355259838052,427.1573646029458,554.3209172013263,36,2025,22.940421090441262,Fateh
27053006800,4211,318.2051402050563,872.8671676198452,1191.0723078249014,23,2025,26.71585411855914,Fateh
27053007700,5710,425.160304522331,1138.8480068647905,1564.008311387121,28,2025,27.184018232310788,Fateh
27053007801,1972,102.63955836671705,318.84247766128834,421.48203602800544,17,2025,24.35206001517397,Fateh
27053008100,3497,515.7496749345418,995.926131902716,1511.675806837258,31,2025,34.11774354010454,Fateh
27053008200,4277,523.7984520129497,769.8342377160092,1293.6326897289591,28,2025,40.49050833144109,Fateh
27053008300,2106,157.92869545858312,288.89071706919856,446.8194125277817,29,2025,35.34508372524295,Fateh
27053008400,2896,169.6580823969258,407.410788847793,577.0688712447189,28,2025,29.399971277428083,Fateh
27053008500,4069,271.5321063115429,797.2585601766684,1068.790666488211,36,2025,25.405546177132337,Fateh
27053009500,2865,273.11704746961396,516.8949687246384,790.012016194252,30,2025,34.571252319086064,Fateh
27053009600,3321,470.59794724373927,824.5300609397352,1295.128008183474,42,2025,36.33601808239731,Fateh
27053010600,2844,1106.4296917504591,272.54374151471046,1378.9734332651692,49,2025,80.23575110730205,Fateh
27053010700,2491,1010.6141401222594,271.91283206522473,1282.526972187484,39,2025,78.79866560611596,Fateh
27053011000,3539,882.4618888069557,736.8496928556866,1619.3115816626425,57,2025,54.496114200633336,Fateh
27053011703,4274,1497.2369750596029,718.4906413898501,2215.7276164494533,75,2025,67.57315131806766,Fateh
27053011704,3379,988.875439962599,417.3402249892803,1406.2156649518793,62,2025,70.32174826444124,Fateh
27053011800,4721,1287.1958437601252,749.9530728488428,2037.1489166089673,90,2025,63.18614379467103,Fateh
27053011998,4292,1100.1901384689256,731.927250860581,1832.1173893295065,81,2025,60.050199014352366,Fateh
27053012001,6331,2095.566930627643,737.9423691646745,2833.5092997923166,108,2025,73.95659265283649,Fateh
27053012003,5290,1123.8222705557953,554.6787727193973,1678.5010432751933,78,2025,66.95392148002036,Fateh
27053012101,3004,567.1462253210424,384.49165343477677,951.6378787558198,51,2025,59.59685275060033,Fateh
27053012102,2935,631.9961297268627,451.9575861904841,1083.9537159173467,60,2025,58.30471545475595,Fateh
27053100200,3764,457.39660184108806,357.6170467501817,815.0136485912699,71,2025,56.12134258508264,Fateh
27053100400,3388,313.60433874048726,212.38728278976893,525.9916215302565,50,2025,59.6215464094513,Fateh
27053100500,1978,368.13776928519627,378.9784303067086,747.1161995919049,62,2025,49.27449966769334,Fateh
27053100700,3139,427.8861704374568,358.0480373620641,785.9342077995209,47,2025,54.44300123231227,Fateh
27053100800,4209,315.29113648240013,308.1095181201529,623.4006546025531,49,2025,50.57600343448675,Fateh
27053100900,5005,377.04894970063356,280.14109730456437,657.1900470051982,69,2025,57.3728940994828,Fateh
27053101200,4913,1158.0137249126726,861.9069307746279,2019.9206556873012,85,2025,57.32966399705661,Fateh
27053101300,1887,169.10083117174207,161.43657787868312,330.5374090504252,24,2025,51.15936246294738,Fateh
27053101600,3174,160.16778674572353,145.3422375802477,305.5100243259714,51,2025,52.42636050947663,Fateh
27053101800,4153,501.26889901252474,745.9833604547165,1247.2522594672414,66,2025,40.18985696018219,Fateh
27053101900,2833,446.4746580824474,577.2139495901815,1023.6886076726287,37,2025,43.61430367946696,Fateh
27053102000,2317,212.07102414956842,154.64821625422485,366.7192404037932,44,2025,57.829260312618935,Fateh
27053102100,2809,220.35739727573082,175.9805606219992,396.33795789772995,34,2025,55.59835813974479,Fateh
27053102500,2746,462.06216420224337,573.8835980365812,1035.9457622388245,37,2025,44.60293009970542,Fateh
27053102600,2023,275.244180035632,376.39943529993263,651.6436153355644,62,2025,42.23845266923927,Fateh
27053102800,2999,295.96212540484817,236.44873194724607,532.4108573520941,47,2025,55.589047690874274,Fateh
27053103000,1779,447.1690567961169,407.36116516138713,854.5302219575042,34,2025,52.32922666816512,Fateh
27053103100,2161,305.4944479637114,398.5174116787632,704.0118596424746,22,2025,43.393366713858164,Fateh
27053103400,3063,179.33463530321006,265.18035503735325,444.5149903405634,57,2025,40.34388922763067,Fateh
27053103600,3093,1085.4375566721162,610.0887179163942,1695.52627458851,60,2025,64.01773732085296,Fateh
27053103700,4282,1013.843296376695,879.2970226374963,1893.1403190141912,39,2025,53.55352089826233,Fateh
27053103900,4320,149.036971086708,400.4962823959153,549.5332534826233,16,2025,27.120646501771834,Fateh
27053104001,2756,201.2682428491953,561.5583606645839,762.8266035137792,32,2025,26.384533775054653,Fateh
27053104002,4309,317.5435094461446,772.9319519608895,1090.4754614070343,89,2025,29.11972994205848,Fateh
27053104100,3245,272.04249221959475,378.90528808187344,650.9477803014681,64,2025,41.79175357101701,Fateh
27053104400,2576,238.7741425767177,256.6563365231245,495.43047909984216,57,2025,48.195287260192664,Fateh
27053104801,4314,138.58296351303028,995.3397083842274,1133.9226718972577,8,2025,12.221553281155929,Fateh
27053104802,4709,175.32424642880312,792.3839387305136,967.7081851593167,70,2025,18.11747065050803,Fateh
27053104901,6900,139.26466043603253,653.3658629518992,792.6305233879317,44,2025,17.56993407732712,Fateh
27053104902,6121,332.4492620734315,640.5297961919038,972.9790582653353,42,2025,34.168182680738774,Fateh
27053105100,2768,1169.7731659786107,502.97959572400464,1672.7527617026146,82,2025,69.93102583719275,Fateh
27053105201,3008,594.8448423846858,412.61336555361646,1007.4582079383022,24,2025,59.04412090720837,Fateh
27053105204,2865,563.0609983613872,392.67683136427036,955.7378297256577,25,2025,58.91375028264944,Fateh
27053105400,4440,428.7182696192052,446.28555963678144,875.0038292559865,38,2025,48.99615924923932,Fateh
27053105500,3822,1252.1785221788523,648.8028715271143,1900.9813937059664,70,2025,65.87010931957246,Fateh
27053105600,4920,659.2947515566077,742.2623351401866,1401.5570866967946,23,2025,47.040163958675485,Fateh
27053105700,3062,177.9594458283883,465.76987426862877,643.7293200970171,24,2025,27.64507383345035,Fateh
27053106000,3431,141.0997619846903,530.8401856288889,671.9399476135793,43,2025,20.9988649262202,Fateh
27053106200,3817,385.7149949788005,929.9150150983423,1315.630010077143,33,2025,29.317892722451948,Fateh
27053106400,1817,240.2565670369143,449.8645017358563,690.1210687727709,33,2025,34.81368384596024,Fateh
27053106500,4872,1992.1453622117644,485.2497262980324,2477.3950885097966,78,2025,80.41290512972157,Fateh
27053106600,2517,704.8388333483538,497.8854691388019,1202.7243024871555,30,2025,58.603524672345365,Fateh
27053106700,5075,609.36268806518,1432.248622247418,2041.6113103125988,46,2025,29.847144997050307,Fateh
27053106900,2842,147.99930122547593,459.60009612133206,607.5993973468079,24,2025,24.358039502958942,Fateh
27053107000,3971,271.7936228546024,748.9058048737897,1020.6994277283923,21,2025,26.62817431567392,Fateh
27053107400,1799,204.82385448068308,388.73923811279997,593.563092593483,31,2025,34.5075118444,Fateh
27053107500,1882,393.90434157267543,537.2011556203545,931.10549719303,58,2025,42.30501728968034,Fateh
27053107600,3566,1072.358817388296,868.7444811233031,1941.1032985115985,72,2025,55.24480939322295,Fateh
27053108000,3585,993.2954527178487,821.2833033672208,1814.5787560850697,37,2025,54.73972674853037,Fateh
27053108600,2944,271.86862353945173,570.1060587056941,841.9746822451459,33,2025,32.28940599668715,Fateh
27053108700,4013,575.1788791887406,824.8878311414135,1400.0667103301544,57,2025,41.08224807752951,Fateh
27053108800,3698,640.123940050134,793.5876355215944,1433.7115755717282,60,2025,44.648027605891976,Fateh
27053108900,2310,495.68089027456807,523.1825080285219,1018.8633983030902,39,2025,48.650377577614535,Fateh
27053109000,1805,452.7327716977331,410.8965274682625,863.6292991659956,38,2025,52.42211816284323,Fateh
27053109100,4998,1519.8809052812762,672.940703490863,2192.82160877214,58,2025,69.31165304104817,Fateh
27053109200,3473,649.4335336589205,833.3362003590428,1482.769734017963,24,2025,43.798677485755384,Fateh
27053109300,4032,602.0736630397793,1008.2873400556924,1610.361003095472,42,2025,37.38749646088422,Fateh
27053109400,2192,126.41851210510995,266.9199776293841,393.33848973449403,26,2025,32.139878350182116,Fateh
27053109700,2311,324.67864788032966,536.7565656100805,861.4352134904102,26,2025,37.690431363349894,Fateh
27053109800,4412,1661.4854662795872,487.9884134126364,2149.473879692224,74,2025,77.29730898230268,Fateh
27053109900,4034,923.6081377665181,943.5743684088238,1867.182506175342,57,2025,49.46533800053633,Fateh
27053110000,1683,219.3541560926848,287.1423047762332,506.49646086891795,25,2025,43.30813204822254,Fateh
27053110100,2845,525.9730616298027,697.7450412830607,1223.7181029128633,41,2025,42.981554361074565,Fateh
27053110200,3667,775.1007040110392,834.1618742872209,1609.26257829826,59,2025,48.164961670250335,Fateh
27053110400,3351,844.9046009743531,712.7001630157555,1557.6047639901078,50,2025,54.243837750596335,Fateh
27053110500,5250,1412.7173766645774,1102.456800823265,2515.1741774878406,91,2025,56.16777515088841,Fateh
27053110800,4331,1284.5522496400044,942.6740797321174,2227.2263293721217,65,2025,57.67497594203339,Fateh
27053110900,3497,711.9191776016343,644.3894992921107,1356.3086768937446,61,2025,52.489465689483836,Fateh
27053111100,3375,893.7871794915508,682.5490598688992,1576.33623936045,60,2025,56.700287487787335,Fateh
27053111200,3333,1308.8386250819963,270.65219738319615,1579.4908224651927,51,2025,82.86459196003587,Fateh
27053111300,5210,1957.459786313379,488.84793205191875,2446.3077183652977,82,2025,80.01690758762831,Fateh
27053111400,4014,1650.7929860772113,413.4134631018743,2064.2064491790848,67,2025,79.97228119957265,Fateh
27053111500,5651,1572.8364697241452,671.2132672177253,2244.04973694187,98,2025,70.08919828432877,Fateh
27053111600,3214,1104.7958520219192,542.9646719471829,1647.7605239691018,62,2025,67.048326255608,Fateh
27053125600,5233,726.747369303173,701.2797027196558,1428.0270720228289,57,2025,50.891708115429545,Fateh
27053125700,3852,216.56533344956443,176.4768809755213,393.0422144250856,41,2025,55.09976422414089,Fateh
27053125800,5208,288.98415488134896,581.4616974188899,870.4458523002385,43,2025,33.199555620568475,Fateh
27053125900,4904,157.36820223772597,321.9620365709395,479.33023880866557,43,2025,32.83085219677591,Fateh
27053126000,5056,244.85327009958476,582.5047864716205,827.3580565712053,49,2025,29.594595490412296,Fateh
27053126101,2746,902.5656886127372,325.01812277371914,1227.5838113864563,14,2025,73.52375293979826,Fateh
27053126102,6867,1867.4116828700644,732.7677877431314,2600.179470613195,76,2025,71.81856883246896,Fateh
27053126201,3153,572.1345203225708,371.0864525699071,943.2209728924777,58,2025,60.65752742626845,Fateh
27053126202,4387,1266.1137472696594,485.15420012439455,1751.267947394054,23,2025,72.2969748377842,Fateh
27053126300,2679,241.37179322988695,189.33051444294009,430.702307672827,74,2025,56.04144415526081,Fateh
